id,name,price,original_price,rating_average,review_count,author,category_path,quantity_sold,inventory_status,specifications
276077530,Nghệ Thuật Không Nổi Giận,77000,99000,4.6,12,Kim Beom Joon,Sách tiếng Việt > Sách kỹ năng sống > Sách tư duy - Kỹ năng sống,256,available,Bookcare: Có | Công ty phát hành: Vibooks | Kích thước: 14 x 20 cm | Loại bìa: Bìa mềm | Số trang: 200 | Nhà xuất bản: Nhà Xuất Bản Thế Giới
275782190,Nuôi Dạy Trẻ Mắc Hội Chứng Rối Loạn Tăng Động Giảm Chú Ý (ADHD),98900,139000,5,5,Russell A. Barkley,Sách tiếng Việt > Nuôi dạy con > Cẩm nang làm cha mẹ,127,available,Bookcare: Có | Công ty phát hành: Thái Hà | Ngày xuất bản: 2024-06-01 00:00:00 | Kích thước: 15 x 23cm | Dịch Giả: Trâm Vũ | Loại bìa: Bìa mềm | Số trang: 308 | Nhà xuất bản: Nhà Xuất Bản Công Thương
275705688,Làm Sạch Mạch Và Máu (Tái Bản),80000,109000,4.7,102,Nishi Katsuzo,Sách tiếng Việt > Sách Y Học > Sách Y Học Hiện Đại,1295,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: Thái Hà | Ngày xuất bản: 2021-05-15 00:00:00 | Kích thước: 14.5 x 20.5 cm | Dịch Giả: Trương Thị Thảo | Loại bìa: Bìa mềm | Số trang: 247 | Nhà xuất bản: Nhà Xuất Bản Lao Động
274377039,Chữa Lành Bằng Ánh Sáng Mặt Trời,116000,129000,0,0,Andreas Moritz,Sách tiếng Việt > Sách Tôn Giáo - Tâm Linh,,available,Bookcare: Có | Công ty phát hành: Thái Hà | Ngày xuất bản: 2024-02-01 00:00:00 | Kích thước: 14.5x20.5cm | Dịch Giả: Trang Hà | Số trang: 300 | Nhà xuất bản: Nhà Xuất Bản Thế Giới
272608921,36 Kế Chinh Phục Khách Hàng Khó Tính,153600,192000,5,3,,Sách tiếng Việt > Sách kỹ năng sống > Sách tư duy - Kỹ năng sống,140,available,Công ty phát hành: BIZBOOKS | Nhà xuất bản: Nhà Xuất Bản Hồng Đức
272123977,Khoa Học Về Tập Kháng Lực,280000,350000,5,47,DK,Sách tiếng Việt > Sách Khoa Học - Kỹ Thuật > Sách khoa học,476,available,Công ty phát hành: Nhã Nam | Kích thước: 19.5x23 cm | Dịch Giả: Hoàng Đức Long | Loại bìa: Bìa mềm | Số trang: 244 | Nhà xuất bản: Nhà Xuất Bản Thế Giới
271528700,Top 1500+ Cụm Từ Tiếng Anh Thông Dụng Theo Chủ Đề,143100,159000,0,0,,Sách tiếng Việt > Sách Học Ngoại Ngữ > Sách Học Tiếng Anh > Sách học tiếng anh - khác,,available,Công ty phát hành: Alpha Books | Nhà xuất bản: Nhà Xuất Bản Thế Giới
271198538,Daily Expressions - Top 1500+ Cụm Từ Tiếng Anh Thông Dụng Theo Chủ Đề,127000,159000,4.8,6,,Sách tiếng Việt > Sách Học Ngoại Ngữ > Sách Học Tiếng Anh > Sách học tiếng anh - khác,113,available,Công ty phát hành: Alpha Books | Ngày xuất bản: 2023-08-16 09:47:34 | Loại bìa: Bìa mềm | Số trang: 264 | Nhà xuất bản: Nhà Xuất Bản Thế Giới
263790942,Kẻ Thua Cuộc Giỏi Nhất Sẽ Giành Chiến Thắng - Đừng Để Vài Thất Bại Trên Sàn Chứng Khoán Khiến Bạn Chùn Bước,188000,188000,0,0,,Sách tiếng Việt > Sách kinh tế > Bài học kinh doanh,4,available,Công ty phát hành: BIZBOOKS | Nhà xuất bản: Nhà Xuất Bản Hồng Đức
253366281,Người Việt Gọi Tôi Là Cha Đắc Lộ - Hành Trình Sáng Tạo Chữ Quốc Ngữ,89800,105000,5,8,Tạ Huy Long,Sách tiếng Việt > Sách Lịch sử > Lịch Sử Việt Nam,214,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: Kim Đồng | Ngày xuất bản: 2023-04-30 00:00:00 | Kích thước: 17 x 24 cm | Loại bìa: Bìa mềm | Số trang: 128 | Nhà xuất bản: Nhà Xuất Bản Kim Đồng
205148094,Cánh Cửa Mở Rộng -Thần Thoại Sisyphus,70300,95000,5,44,Albert Camus,Sách tiếng Việt > Sách Kiến Thức Tổng Hợp > Triết Học > Triết Học phương Tây,618,available,"Phiên bản sách: Phiên bản thường | Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2022-11-11 00:00:00 | Kích thước: 14x20cm | Dịch Giả: Trương Thị Hoàng Yến, Phong Sa | Loại bìa: Bìa mềm | Số trang: 204 | Nhà xuất bản: NXB Trẻ"
203864188,Tủ Sách Đời Người: Ngôn Sứ,74000,99000,4.6,14,Kahlil Gibran,Sách tiếng Việt > Sách Kiến Thức Tổng Hợp > Sách giáo dục,498,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: OMEGA PLUS+ | Ngày xuất bản: 2022-10-01 00:00:00 | Kích thước: 14x20.5cm | Dịch Giả: Nguyễn Ước | Loại bìa: Bìa mềm | Số trang: 140 | Nhà xuất bản: Nhà Xuất Bản Dân Trí
196001721,Sự Trỗi Dậy Và Suy Tàn Của Các Cường Quốc ( Tái bản),362880,567000,4.8,110,Paul Kennedy,Sách tiếng Việt > Sách Lịch sử > Lịch Sử Thế Giới,808,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: OMEGA PLUS+ | Ngày xuất bản: 2022-08-08 00:00:00 | Kích thước: 16 x 24 cm | Dịch Giả: Nguyễn Thanh Xuân | Loại bìa: Bìa cứng | Số trang: 944 | Nhà xuất bản: Nhà Xuất Bản Thế Giới
194130753,Bong bóng số 0-9 nhiều màu 35cm trang trí tiệc xinh,15000,15000,4.7,6,,Quà lưu niệm > Quà tặng trang trí khác,101,available,Thương hiệu: Tiecxinh | Xuất xứ thương hiệu: Việt Nam | Xuất xứ (Made in): Việt Nam | Quy cách đóng gói: <p>1 bóng / gói</p> | Chất liệu: <p>Giấy nhôm (giấy kiếng)</p> | Sản phẩm có được bảo hành không?: Không
192909292,Án Mạng Trên Chuyến Tàu Tốc Hành Phương Đông,88900,120000,5,106,Agatha Christie,Sách tiếng Việt > Sách văn học > Truyện trinh thám,680,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2022-08-08 00:00:00 | Kích thước: 13x20 cm | Dịch Giả: Tuấn Việt | Loại bìa: Bìa mềm | Số trang: 298 | Nhà xuất bản: NXB Trẻ
192475873,Để Con Được Ốm,85500,120000,5,102,Uyên Bùi,Sách tiếng Việt > Nuôi dạy con > Sách Dinh Dưỡng - Sức Khỏe Cho Bé > Chăm sóc sức khỏe em bé,3502,available,"Phiên bản sách: Phiên bản thường | Công ty phát hành: Nhã Nam | Ngày xuất bản: 2022-07-07 00:00:00 | Kích thước: 14 x 20,5cm | Loại bìa: Bìa cứng | Số trang: 316 | Nhà xuất bản: Nhà Xuất Bản Thế Giới"
173748415,Tâm Lý Học Mối Quan Hệ,66600,98000,4.8,375,Choi Kwanghyun,Sách tiếng Việt > Sách kỹ năng sống > Sách tư duy - Kỹ năng sống,4306,available,"Phiên bản sách: Phiên bản thường | Công ty phát hành: Bookland | Ngày xuất bản: 2022-04-11 00:00:00 | Kích thước: 14,5x20,5 cm | Dịch Giả: Minh Thùy | Loại bìa: Bìa mềm | Số trang: 280 | Nhà xuất bản: Nhà Xuất Bản Thanh Niên"
161426354,Netflix - Phá Bỏ Nguyên Tắc Để Bứt Phá,147000,198000,5,65,Erin Meyer,Sách tiếng Việt > Sách kinh tế > Bài học kinh doanh,978,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2022-02-02 00:00:00 | Kích thước: 15.5 x 23 cm | Dịch Giả: Trần Thị Ngân Tuyến | Loại bìa: Bìa mềm | Số trang: 406 | Nhà xuất bản: NXB Trẻ
125362334,Dinh Dưỡng Thai Kỳ (Mẹ Bầu Ăn Gì Giúp Con Phát Triển Toàn Diện Và Thông Minh,135000,189000,4.8,101,Lily Nichols,Sách tiếng Việt > Nuôi dạy con > Sách Thai Giáo > Dinh dưỡng thai kỳ,1871,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: Booklife | Ngày xuất bản: 2021-09-01 00:00:00 | Kích thước: 16 x 24 cm | Dịch Giả: Thảo Hà | Loại bìa: Bìa mềm | Số trang: 434 | Nhà xuất bản: Nhà Xuất Bản Thanh Niên
78975610,Siêu Tập Trung (Tái Bản),93100,140000,4.8,239,Chris Bailey,Sách tiếng Việt > Sách kinh tế > Sách kỹ năng làm việc,1890,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: Saigon Books | Ngày xuất bản: 2021-03-01 00:00:00 | Kích thước: 14.5 x 20.5 cm | Dịch Giả: Trịnh Ngọc Minh | Loại bìa: Bìa mềm | Số trang: 308 | Nhà xuất bản: Nhà Xuất Bản Hồng Đức
66619715,Sách Vị Tu Sĩ Bán Chiếc Ferrari (Tái Bản),73500,98000,4.8,100,Robin Sharma,Sách tiếng Việt > Sách kỹ năng sống > Sách tư duy - Kỹ năng sống,855,available,Công ty phát hành: First News - Trí Việt | Ngày xuất bản: 2020-09-07 14:19:49 | Kích thước: 14.5 x 20.5 cm | Dịch Giả: Thanh Thảo | Loại bìa: Bìa mềm | Số trang: 272 | Phương thức giao hàng Seller Delivery: Nhà bán giao hàng cho khách hàng | Nhà xuất bản: Nhà Xuất Bản Tổng hợp TP.HCM
57325187,Sách Người Giàu Có Nhất Thành Babylon (Tái Bản 2020),75400,98000,5,354,GEORGE SAMUEL CLASON,Sách tiếng Việt > Sách kinh tế > Bài học kinh doanh,2431,available,Công ty phát hành: First News - Trí Việt | Ngày xuất bản: 2020-06-01 00:00:00 | Kích thước: 13 x 20.5 cm | Dịch Giả: Võ Hưng Thanh | Loại bìa: Bìa gập | Số trang: 216 | Phương thức giao hàng Seller Delivery: Nhà bán giao hàng cho khách hàng | Nhà xuất bản: Nhà Xuất Bản Tổng hợp TP.HCM
52749673,CẨM NANG MUA BÁN ĐẤT,98000,98000,4.5,233,,Sách tiếng Việt > Sách kỹ năng sống > Sách tư duy - Kỹ năng sống,2035,available,Công ty phát hành: Công ty luật bất động sản Hưng Vượng | Phiên bản: Thường | Loại bìa: Bìa mềm | Số trang: 203 | Nhà xuất bản: Nhà Xuất Bản Tổng hợp TP.HCM
10392851,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,119000,150000,5,872,Nguyễn Nhật Ánh,Sách tiếng Việt > Sách văn học > Tác phẩm kinh điển > Tác Phẩm Kinh Điển Việt Nam,7462,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2018-12-28 00:34:34 | Kích thước: 13 x 20 cm | Loại bìa: Bìa mềm | Số trang: 378 | Nhà xuất bản: NXB Trẻ
10227722,45 Giây Tạo Nên Thay Đổi - Thấu Hiểu Tiếp Thị Mạng Lưới,54500,80000,4.8,498,Don Failla,Sách tiếng Việt > Sách kinh tế > Sách kỹ năng làm việc,12351,available,Công ty phát hành: NXB Trẻ | Kích thước: 13 x 19 cm | Loại bìa: Bìa mềm | Số trang: 192 | Nhà xuất bản: NXB Trẻ
9810500,Từ Câu Sai Đến Câu Hay,115200,128000,5,45,Nguyễn Đức Dân,Sách tiếng Việt > Sách Kiến Thức Tổng Hợp > Kiến Thức Bách Khoa,317,available,Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2019-01-01 00:00:00 | Kích thước: 14 x 20 | Loại bìa: Bìa mềm | Số trang: 432 | Phương thức giao hàng Seller Delivery: Nhà bán giao hàng cho khách hàng
8886001,Giết Con Chim Nhại (Tái Bản),109000,145000,4.8,1549,Harper Lee,Sách tiếng Việt > Sách văn học > Truyện dài,14243,available,"Phiên bản sách: Phiên bản thường | Công ty phát hành: Nhã Nam | Ngày xuất bản: 2018-12-01 00:00:00 | Kích thước: 13 x 20.5 cm | Dịch Giả: Huỳnh Kim Anh, Phạm Viêm Phương. | Loại bìa: Bìa mềm | Số trang: 419 | Nhà xuất bản: Nhà Xuất Bản Hội Nhà Văn"
1544255,Băng Keo Trong 5F (2 Cuộn / Lốc),20000,20000,4.8,100,,Văn phòng phẩm > Dụng Cụ Văn Phòng > Băng keo > Băng keo trong suốt,911,available,Thương hiệu: Uyên Loan | Xuất xứ thương hiệu: Việt Nam | Xuất xứ (Made in): Việt Nam | Chất liệu: nhựa | Sản phẩm có được bảo hành không?: Không
381234,Cuốn Sách Hoàn Hảo Về Ngôn Ngữ Cơ Thể - Body Language (Tái Bản),151000,198000,4.8,1220,Allan & Barbara Pease,Sách tiếng Việt > Sách kỹ năng sống > Sách tư duy - Kỹ năng sống,32281,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: Nhân Trí Việt | Ngày xuất bản: 2014-08-03 00:00:00 | Kích thước: 14 x 21.5 cm | Dịch Giả: Lê Huy Lâm | Loại bìa: Bìa mềm | Số trang: 456 | Nhà xuất bản: Nhà Xuất Bản Tổng hợp TP.HCM
277596870,Fear - Sợ Hãi (Hóa Giải Sợ Hãi Bằng Tình Thương),68600,68600,5,525,Thích Nhất Hạnh,Sách tiếng Việt > Sách Tôn Giáo - Tâm Linh > Phật giáo,5123,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: Thái Hà | Ngày xuất bản: 2021-09-15 00:00:00 | Kích thước: 13 x 19 cm | Dịch Giả: Chân Đạt | Loại bìa: Bìa mềm | Số trang: 224 | Nhà xuất bản: Nhà Xuất Bản Thế Giới
277526109,Sách - AI Thực Chiến - Cuộc Cách Mạng Toàn Diện Trong Giáo Dục,179280,249000,0,0,,Sách tiếng Việt > Sách kinh tế > Sách doanh nhân,4,available,Công ty phát hành: 1980 Books | Dịch Giả: Diệp Ngôn | Loại bìa: Bìa cứng | Số trang: 480 | Nhà xuất bản: Nhà Xuất Bản Công Thương
277499663,NVIDIA Cỗ Máy Tư Duy Vĩ Đại,180000,249000,5,1,Stephen Witt,Sách tiếng Việt > Sách kỹ năng sống > Sách tư duy - Kỹ năng sống,33,available,"Công ty phát hành: 1980 Books | Kích thước: 13 x 20,5 cm | Dịch Giả: Diệp Ngôn | Loại bìa: Bìa mềm | Số trang: 460 | Nhà xuất bản: Nhà Xuất Bản Công Thương"
277444558,OSHO - Đường Vào Thiền,115000,148000,0,0,Osho,Sách tiếng Việt > Sách Tôn Giáo - Tâm Linh > Tôn Giáo - Tâm Linh Khác,25,available,Công ty phát hành: First News - Trí Việt | Ngày xuất bản: 2025-03-03 00:00:00 | Kích thước: 14.5 x 20.5 | Dịch Giả: Lâm Đặng Cam Thảo | Loại bìa: Bìa mềm | Số trang: 300 | Nhà xuất bản: Nhà Xuất Bản Dân Trí
277165894,Đêm Yên Tĩnh -  Agatha Christie,125000,150000,5,8,  Agatha Christie,Sách tiếng Việt > Sách văn học > Truyện trinh thám,100,available,Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2025-01-22 15:13:24 | Loại bìa: Bìa mềm | Số trang: 348 | Nhà xuất bản: NXB Trẻ
276762206,"Chầm Chậm Gặp Gỡ, Từ Từ Bên Nhau",60000,88000,5,4,An.,Sách tiếng Việt > Sách văn học > Truyện ngắn - Tản văn - Tạp Văn > Truyện ngắn - Tản văn - Tạp Văn Việt Nam,139,available,Công ty phát hành: Skybooks | Ngày xuất bản: 2024-12-11 09:12:59 | Kích thước: <p>12x17cm</p> | Loại bìa: Bìa mềm | Nhà xuất bản: Nhà Xuất Bản Phụ Nữ Việt Nam
276451290,Ông Trăm Tuổi Trèo Qua Cửa Sổ Và Biến Mất (Tái Bản),150000,170000,4.8,1477,Jonas Jonasson,Sách tiếng Việt > Sách văn học > Truyện dài,20800,available,Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2018-12-01 00:00:00 | Kích thước: 13 x 20 cm | Loại bìa: Bìa mềm | Số trang: 516 | Nhà xuất bản: NXB Trẻ
276091633,Hải quỳ ( Bối Khách Bang),138000,189000,5,23,Bối Khách Bang,Sách tiếng Việt > Sách văn học > Truyện trinh thám,265,available,"Bookcare: Có | Công ty phát hành: Daisy.horror | Kích thước: 14,5 x 20,5 cm | Loại bìa: Bìa mềm | Số trang: 480 | Nhà xuất bản: Nhà Xuất Bản Hà Nội"
275962493,Cánh cửa mở rộng. Núi thần Tập 1+2,457000,550000,4.7,19,Thomas Mann,Sách tiếng Việt > Sách văn học > Tiểu Thuyết > Tiểu Thuyết Phương Tây,157,available,Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2024-08-17 00:00:00 | Kích thước: 13x20cm | Loại bìa: Bìa mềm | Nhà xuất bản: NXB Trẻ
275332762,Lịch Sử Chữ Quốc Ngữ,200000,268000,5,33,Phạm Thị Kiều Ly,Sách tiếng Việt > Sách Lịch sử > Lịch Sử Việt Nam,330,available,Công ty phát hành: Alphabooks | Ngày xuất bản: 2024-06-08 00:00:00 | Kích thước: 16x24 cm | Dịch Giả: Thanh Thư | Loại bìa: Bìa mềm tay gấp | Số trang: 432 | Nhà xuất bản: Nhà Xuất Bản Văn Học
274546151,Thư cho em,105000,140000,5,150,Hoàng Nam Tiến,Sách tiếng Việt > Sách Kiến Thức Tổng Hợp > Lĩnh vực khác,2511,available,Bookcare: Có | Công ty phát hành: Nhã Nam | Kích thước: 14*20.5cm | Loại bìa: Bìa mềm | Số trang: 312 | Nhà xuất bản: Nhà Xuất Bản Hội Nhà Văn
274120615,Sách 38 Bức Thư Rockefeller Gửi Cho Con Trai,75900,138000,5,45,Thanh Hương,Sách tiếng Việt > Sách kỹ năng sống > Sách tư duy - Kỹ năng sống,798,available,Công ty phát hành: CÔNG TY TNHH PHÁT HÀNH S BOOKS | Phương thức giao hàng Seller Delivery: Nhà bán giao hàng cho khách hàng | Nhà xuất bản: Nhà Xuất Bản Văn Học
273921445,Chinh phục đề thi VSTEP bậc năng lực từ B1 đến C1,120000,185000,5,16,Lê Thu Hà,Sách tiếng Việt > Sách Học Ngoại Ngữ > Sách Học Tiếng Anh > Sách học tiếng anh - khác,155,available,Công ty phát hành: Megabook | Ngày xuất bản: 2023-12-01 00:00:00 | Kích thước: 20.5 x 29.5 cm | Loại bìa: Bìa mềm | Số trang: 336 | Nhà xuất bản: Nhà Xuất Bản Đại Học Quốc Gia Hà Nội
273120248,Tính Nữ Tỏa Rạng,77000,109000,4.6,10,Thục Linh,Sách tiếng Việt > Sách kỹ năng sống > Sách tư duy - Kỹ năng sống,389,available,Công ty phát hành: Wavebooks | Ngày xuất bản: 2023-09-28 00:00:00 | Kích thước: 14 x 20 cm | Loại bìa: Bìa mềm | Số trang: 200 | Nhà xuất bản: Nhà Xuất Bản Thế Giới
271219230,Chiến tranh không có một khuôn mặt phụ nữ (Tái bản),143700,143700,0,0,Svetlana Alexievich,Sách tiếng Việt > Sách văn học > Tiểu Thuyết > Tiểu Thuyết Phương Đông,,available,"Công ty phát hành: Tao Đàn | Ngày xuất bản: 2023-08-08 00:00:00 | Kích thước: 14 x 20,5 cm | Dịch Giả: Nguyên Ngọc | Loại bìa: Bìa mềm | Số trang: 464 | Nhà xuất bản: Nhà Xuất Bản Hội Nhà Văn"
270114030,Combo sách - Biến Mọi Thứ Thành Tiền - Quyển 1+2 - Nguyễn Anh Dũng - SBOOKS,336000,336000,0,0, Nguyễn Anh Dũng,Sách tiếng Việt > Sách kỹ năng sống > Sách tư duy - Kỹ năng sống,1,available,Công ty phát hành: SBOOKS | Ngày xuất bản: 2023-07-11 09:46:22 | Loại bìa: Bìa mềm | Số trang: 548 | Nhà xuất bản: Nhà Xuất Bản Thế Giới
253365659,"Trọn Bộ Giáo Trình Destination Grammar & Vocabulary B1, B2, C1&C2 (Kèm Đáp Án) Lẻ/combo",138840,178000,4.8,73,,Sách tiếng Việt > Sách Học Ngoại Ngữ > Sách Học Tiếng Anh > Từ Vựng Tiếng Anh,751,available,Công ty phát hành: MCBOOKS | Nhà xuất bản: Nhà Xuất Bản Hồng Đức
243006533,Britt-Marie Đã Ở Đây (Fredrid Backman),138000,165000,5,49,Fredrik Backman,Sách tiếng Việt > Sách văn học > Truyện cổ tích - Ngụ ngôn > Truyện Chữ cổ tích - Ngụ ngôn,620,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2023-01-01 00:00:00 | Kích thước: 13x20 cm | Dịch Giả: Hoàng Anh | Loại bìa: Bìa mềm | Số trang: 448 | Nhà xuất bản: NXB Trẻ
242424688,Mẹ làm gì có ước mơ,59100,89000,5,130,Hạ Mer,Sách tiếng Việt > Sách văn học > Truyện ngắn - Tản văn - Tạp Văn > Truyện ngắn - Tản văn - Tạp Văn Việt Nam,1597,available,"Phiên bản sách: Phiên bản thường | Công ty phát hành: Người Trẻ Việt | Ngày xuất bản: 2023-03-01 00:00:00 | Kích thước: 13 x 20,5 cm | Loại bìa: Bìa mềm | Số trang: 208 | Nhà xuất bản: Nhà Xuất Bản Văn Học"
216090603,"Lỗ Ban Kinh toàn thư (Tác phẩm kinh điển về thuật chọn ngày tốt, phong thuỷ kiến trúc Trung Hoa cổ đại)(bìa cứng)",157500,250000,4.7,15,Lê Đỗ Quỳnh Hương,Sách tiếng Việt > Sách Kiến Thức Tổng Hợp > Sách Phong Thủy - Kinh Dịch > Phong Thủy,121,available,Công ty phát hành: Nhà sách Minh Thắng | Ngày xuất bản: 2022-12-01 00:00:00 | Kích thước: 19 x 27 cm | Dịch Giả: Thanh Huệ | Loại bìa: Bìa cứng | Số trang: 320 | Nhà xuất bản: Nhà Xuất Bản Hồng Đức
203883775,Triết Lý Đầu Tư Của Warren Buffett,149000,195000,5,16,Robert G. Hagstrom,Sách tiếng Việt > Sách kinh tế > Bài học kinh doanh,261,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: Viện Quản lý PACE | Ngày xuất bản: 2022-11-11 00:00:00 | Kích thước: 15 x 23 cm | Dịch Giả: Nguyễn Thị Thanh Trúc và Lê Hồng Vân | Loại bìa: Bìa mềm | Số trang: 372 | Nhà xuất bản: Nhà Xuất Bản Tổng hợp TP.HCM
196150464,"Bá tước Monte-Cristo, trọn bộ 3 tập",443000,590000,4.7,99,Alexandre Dumas,Sách tiếng Việt > Sách văn học > Tiểu Thuyết > Tiểu Thuyết Phương Tây,550,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: Công Ty Cổ Phần Văn Hóa Đông A | Ngày xuất bản: 2022-08-01 00:00:00 | Kích thước: 16 x 24 cm | Dịch Giả: Mai Vũ Minh Khoa | Loại bìa: Boxset | Nhà xuất bản: Nhà Xuất Bản Văn Học
174301838,BỘ BOOKMARK 1% TINH HOA - Happy Live,49000,49000,5,22,,Quà lưu niệm > Bookmark > Bookmark giấy,3247,available,Thương hiệu: HappyLive | Xuất xứ (Made in): Việt Nam | Chất liệu: I350 | Xuất xứ thương hiệu: Việt Nam | Sản phẩm có được bảo hành không?: Không
160370181,Khói Trời Lộng Lẫy (Tập Truyện Ngắn Nguyễn Ngọc Tư)(Tái Bản),74600,90000,5,100,Nguyễn Ngọc Tư,Sách tiếng Việt > Sách văn học > Truyện ngắn - Tản văn - Tạp Văn > Truyện ngắn - Tản văn - Tạp Văn Việt Nam,929,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2022-01-01 00:00:00 | Kích thước: 13 x 20 cm | Loại bìa: Bìa mềm | Số trang: 144 | Nhà xuất bản: NXB Trẻ
158019962,Combo 3 Cuốn Bộ Sách: Nuôi Con Không Phải Là Cuộc Chiến 2 (Tái Bản),273000,377000,5,286,Hương Đỗ (Mẹ Ong Bông),Sách tiếng Việt > Nuôi dạy con > Cẩm nang làm cha mẹ,3788,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: Thái Hà | Ngày xuất bản: 2022-01-01 00:00:00 | Kích thước: 15.5 x 24 cm | Loại bìa: Bìa mềm | Số trang: 736 | Nhà xuất bản: Nhà Xuất Bản Lao Động
157432540,Thư Tình Gửi Một Người (Trịnh Công Sơn) (Tái Bản),152000,195000,5,175,Trịnh Công Sơn,Sách tiếng Việt > Sách văn học > Truyện ngắn - Tản văn - Tạp Văn > Truyện ngắn - Tản văn - Tạp Văn Việt Nam,1227,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2022-01-01 00:00:00 | Kích thước: <p>16 x 24 cm</p> | Loại bìa: Bìa mềm | Số trang: 362 | Nhà xuất bản: NXB Trẻ
157240665,Ra Bờ Suối Ngắm Hoa Kèn Hồng (Truyện Dài-Nguyễn Nhật Ánh),109000,145000,5,2102,Nguyễn Nhật Ánh,Sách tiếng Việt > Sách văn học > Truyện dài,11702,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2022-01-01 00:00:00 | Kích thước: 13 x 20 cm | Loại bìa: Bìa mềm | Số trang: 336 | Nhà xuất bản: NXB Trẻ
154938614,Hơn Cả Khởi Nghiệp 2.0 - Xây Dựng Công Ty Từ Khởi Nghiệp Đến Vĩ Đại Trường Tồn,149000,200000,5,32,Jim Collins,Sách tiếng Việt > Sách kinh tế > Sách khởi nghiệp,474,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: NXB Trẻ | Ngày xuất bản: 2021-12-01 00:00:00 | Kích thước: 14.5 x 20.5 cm | Dịch Giả: Trần Thị Ngân Tuyến | Loại bìa: Bìa mềm | Số trang: 558 | Nhà xuất bản: NXB Trẻ
147999778,Không Bao Giờ Là Thất Bại - Tất Cả Là Thử Thách (Ấn Bản Cập Nhật Đầy Đủ Nhất)(Bìa Cứng),178000,268000,5,760,Chung Ju Yung,Sách tiếng Việt > Sách kinh tế > Bài học kinh doanh,10019,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: First News - Trí Việt | Ngày xuất bản: 2021-12-01 00:00:00 | Kích thước: 16 x 24 cm | Dịch Giả: Phạm Hồng Phương | Loại bìa: Bìa cứng | Số trang: 512 | Nhà xuất bản: Nhà Xuất Bản Dân Trí
110112108,Phương Pháp Đầu Tư Warren Buffett,92200,169000,4.8,84,Robert G. Hagstrom,Sách tiếng Việt > Sách kinh tế > Bài học kinh doanh,694,available,"Phiên bản sách: Phiên bản thường | Công ty phát hành: Alpha Books | Ngày xuất bản: 2021-07-03 10:36:56 | Kích thước: 20.5 x 13 cm | Dịch Giả: Vũ Lê Mỹ Hạnh, Mai Thanh Hương | Loại bìa: Bìa mềm | Số trang: 360 | Nhà xuất bản: Nhà Xuất Bản Công Thương"
106365090,Kinh Dịch Đạo Của Người Quân Tử - Nguyễn Hiến Lê (Tái Bản),180000,268000,4.8,273,Nguyễn Hiến Lê,Sách tiếng Việt > Sách Kiến Thức Tổng Hợp > Sách Phong Thủy - Kinh Dịch > Kinh Dịch Học,2235,available,Phiên bản sách: Phiên bản thường | Công ty phát hành: BIZBOOKS | Ngày xuất bản: 2021-06-01 00:00:00 | Kích thước: 16 x 24 cm | Loại bìa: Bìa mềm | Số trang: 512 | Nhà xuất bản: Nhà Xuất Bản Hồng Đức
104769768,Máy Tính CASIO FX580VN X,730500,779000,5,724,,Văn phòng phẩm > Máy Tính Điện Tử > Máy Tính Khoa Học,2535,available,Thương hiệu: Casio | Xuất xứ (Made in): Thái Lan | Phương thức giao hàng Seller Delivery: Nhà bán giao hàng cho khách hàng | Xuất xứ thương hiệu: Nhật Bản | Sản phẩm có được bảo hành không?: Không
